"OPCS4_or_ICD10"
"K41.3"
"K41.3"
"K43.8"
"K43.8"
"K43.9"
"K43.9"
"K40.4"
"K40.4"
"K41.8"
"K41.8"
"K41.2"
"K41.2"
"K44.2"
"K44.2"
"K42.3"
"K42.3"
"K40.3"
"K40.3"
"K43.2"
"K43.2"
"K43.3"
"K43.3"
"K40.9"
"K40.9"
"K44.1"
"K44.1"
"K44.8"
"K44.8"
"K43.4"
"K43.4"
"K40.2"
"K40.2"
"K42.9"
"K42.9"
"K42.4"
"K42.4"
"K43.1"
"K43.1"
"Y05.9"
"Y05.8"
"C51.8"
"L37.1"
"Z78.5"
"Z78.2"
"W19.2"
"Z78.6"
"Z78.3"
"Z78.1"
"Z78.4"
"Z78.4"
"Z78.3"
"Z78.5"
"Z78.6"
"Z78.1"
"Z78.2"
"W19.3"
"B28.3"
"B34.3"
"B28.7"
"B41.1"
"G70.2"
"Y06.9"
"M23.1"
"M23.9"
"M23.8"
"H35.5"
"H35.9"
"T16.3"
"T77.3"
"T77.8"
"T77.1"
"T77.9"
"T77.2"
"Z60.2"
"T77.4"
"G31.3"
"W24.4"
"O17.8"
"W24.9"
"O17.4"
"O17.5"
"Z79.1"
"W24.5"
"W24.8"
"O17.9"
"Y06.3"
"F45.1"
"R01.8"
"K40.3"
"K41.3"
"A13.4"
"H20.2"
"H23.2"
"H26.2"
"H20.1"
"H26.1"
"H23.1"
"S60.8"
"Y08.5"
"A28.8"
"A25.5"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.6"
"E02.5"
"E02.5"
"E02.5"
"E02.5"
"E02.5"
"E02.5"
"E02.5"
"E02.5"
"Z49.8"
"Y11.5"
"S62.2"
"Y11.5"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.8"
"Y11.5"
"Z49.8"
"S62.2"
"S62.2"
"Z49.8"
"Y11.5"
"Y08.3"
"S62.2"
"Z49.8"
"Z49.8"
"S62.2"
"Y08.3"
"Y08.3"
"S62.2"
"Z49.8"
"Z49.8"
"S62.2"
"Y08.3"
"Y08.3"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"Y08.3"
"Y42.9"
"T17.8"
"Y42.8"
"Y42.1"
"S62.2"
"Y08.3"
"Z49.8"
"Z49.8"
"S62.2"
"Y08.3"
"Y11.2"
"Z49.8"
"S62.2"
"Z49.8"
"Y11.2"
"S62.2"
"S62.2"
"Y11.2"
"Z49.8"
"Z49.8"
"Y11.2"
"S62.2"
"S62.2"
"Z49.8"
"Y11.2"
"S62.2"
"Y11.2"
"Z49.8"
"Y11.2"
"S62.2"
"Z49.8"
"Y11.2"
"S62.2"
"Z49.8"
"Z50.1"
"S62.2"
"Z50.1"
"S62.2"
"S62.2"
"Z50.1"
"Z50.1"
"S62.2"
"Z50.1"
"S62.2"
"Z50.1"
"S62.2"
"Z50.1"
"S62.2"
"S62.2"
"Z50.1"
"S62.2"
"Z50.1"
"Y11.5"
"Z50.1"
"S62.2"
"Y11.5"
"Z50.1"
"Y11.5"
"S62.2"
"S62.2"
"Z50.1"
"Y11.5"
"Y11.5"
"S62.2"
"Z50.1"
"Z50.1"
"Y11.5"
"S62.2"
"Y11.5"
"Z50.1"
"S62.2"
"S62.2"
"Y11.5"
"Z50.1"
"Y08.3"
"Z50.1"
"S62.2"
"Z50.1"
"Y08.3"
"S62.2"
"Y08.3"
"S62.2"
"Z50.1"
"Z50.1"
"S62.2"
"Y08.3"
"S62.2"
"Z50.1"
"Y08.3"
"Z50.1"
"Y08.3"
"S62.2"
"S62.2"
"Y08.3"
"Z50.1"
"Y08.3"
"Z50.1"
"S62.2"
"Y11.2"
"S62.2"
"Z50.1"
"Y11.2"
"Z50.1"
"S62.2"
"S62.2"
"Z50.1"
"Y11.2"
"S62.2"
"Z50.1"
"Y11.2"
"Y11.2"
"S62.2"
"Z50.1"
"S62.2"
"Z50.1"
"Y11.2"
"S62.2"
"Y11.2"
"Z50.1"
"S62.2"
"Y11.2"
"Z50.1"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"Z50.4"
"S62.2"
"Y11.5"
"S62.2"
"Z50.4"
"Y11.5"
"Z50.4"
"Y11.5"
"S62.2"
"S62.2"
"Z50.4"
"Y11.5"
"S62.2"
"Z50.4"
"Y11.5"
"Y11.5"
"S62.2"
"Z50.4"
"S62.2"
"Y11.5"
"Z50.4"
"Z50.4"
"S62.2"
"Y11.5"
"Y08.3"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"S62.2"
"S62.2"
"Y08.3"
"Z50.4"
"Z50.4"
"Y08.3"
"S62.2"
"S62.2"
"Y08.3"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"Z50.4"
"S62.2"
"Y08.3"
"Y08.3"
"Z50.4"
"S62.2"
"Z50.4"
"S62.2"
"Y11.2"
"S62.2"
"Y11.2"
"Z50.4"
"Y11.2"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"Y11.2"
"Z50.4"
"Y11.2"
"S62.2"
"Z50.4"
"S62.2"
"Y11.2"
"Z50.4"
"Y11.2"
"S62.2"
"Z50.4"
"S62.2"
"Y11.2"
"S62.2"
"Z49.5"
"Z49.5"
"S62.2"
"S62.2"
"Z49.5"
"S62.2"
"Z49.5"
"Z49.5"
"S62.2"
"S62.2"
"Z49.5"
"S62.2"
"Z49.5"
"Z49.5"
"S62.2"
"Y11.5"
"Z49.5"
"S62.2"
"S62.2"
"Z49.5"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.5"
"Z49.5"
"Y11.5"
"S62.2"
"Z49.5"
"S62.2"
"Y11.5"
"Y11.5"
"S62.2"
"Z49.5"
"Z49.5"
"Y11.5"
"S62.2"
"Z49.5"
"Y11.5"
"S62.2"
"S62.2"
"Y08.3"
"Z49.5"
"Y08.3"
"Z49.5"
"S62.2"
"Z49.5"
"Y08.3"
"S62.2"
"Y08.3"
"S62.2"
"Z49.5"
"S62.2"
"Z49.5"
"Y08.3"
"Z49.5"
"Y08.3"
"S62.2"
"Y08.3"
"S62.2"
"Z49.5"
"Y08.3"
"Z49.5"
"S62.2"
"S62.2"
"Y11.2"
"Z49.5"
"Z49.5"
"Y11.2"
"S62.2"
"Z49.5"
"S62.2"
"Y11.2"
"Z49.5"
"Y11.2"
"S62.2"
"S62.2"
"Y11.2"
"Z49.5"
"S62.2"
"Z49.5"
"Y11.2"
"Z49.5"
"S62.2"
"Y11.2"
"Y11.2"
"S62.2"
"Z49.5"
"S62.1"
"Z48.2"
"Z48.2"
"S62.1"
"Y11.5"
"S62.1"
"Z48.2"
"Y11.5"
"S62.1"
"Z48.2"
"Z78.7"
"W09.1"
"Y08.3"
"Z48.2"
"S62.1"
"Z48.2"
"Y08.3"
"S62.1"
"Z48.2"
"Y11.2"
"S62.1"
"S62.1"
"Z48.2"
"Y11.2"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"Z49.1"
"S62.2"
"S62.2"
"Z49.3"
"S62.2"
"Z49.1"
"Z49.3"
"S62.2"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"S62.2"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"Z49.1"
"Z49.3"
"S62.2"
"S62.2"
"Z49.1"
"Z49.3"
"S62.2"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"S62.2"
"Z49.1"
"Y11.5"
"Z49.3"
"S62.2"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.1"
"Z49.3"
"S62.2"
"Y11.5"
"Y11.5"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.1"
"Z49.3"
"Y11.5"
"S62.2"
"Z49.1"
"S62.2"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.3"
"Y11.5"
"Z49.1"
"S62.2"
"Y11.5"
"Z49.3"
"S62.2"
"Y11.5"
"Z49.1"
"S62.2"
"Y11.5"
"S62.2"
"Z49.3"
"S62.2"
"Z49.1"
"Y11.5"
"Y11.5"
"Z49.3"
"S62.2"
"Y08.3"
"Z49.1"
"S62.2"
"Y08.3"
"Z49.3"
"S62.2"
"Y08.3"
"Z49.1"
"S62.2"
"Y08.3"
"Z49.3"
"S62.2"
"S62.2"
"Y08.3"
"Z49.1"
"Z49.3"
"Y08.3"
"S62.2"
"Z49.1"
"Y08.3"
"S62.2"
"S62.2"
"Y08.3"
"Z49.3"
"S62.2"
"Y08.3"
"Z49.1"
"Z49.3"
"Y08.3"
"S62.2"
"S62.2"
"Z49.1"
"Y08.3"
"Z49.3"
"Y08.3"
"S62.2"
"S62.2"
"Z49.1"
"Y08.3"
"S62.2"
"Y08.3"
"Z49.3"
"Y08.3"
"Z49.1"
"S62.2"
"Z49.3"
"Y08.3"
"S62.2"
"S62.2"
"Y11.2"
"Z49.1"
"Y11.2"
"Z49.3"
"S62.2"
"Y11.2"
"Z49.1"
"S62.2"
"Z49.3"
"Y11.2"
"S62.2"
"S62.2"
"Y11.2"
"Z49.1"
"S62.2"
"Z49.3"
"Y11.2"
"S62.2"
"Z49.1"
"Y11.2"
"Z49.3"
"Y11.2"
"S62.2"
"Y11.2"
"Z49.1"
"S62.2"
"Y11.2"
"S62.2"
"Z49.3"
"Y11.2"
"Z49.1"
"S62.2"
"S62.2"
"Y11.2"
"Z49.3"
"Y11.2"
"Z49.1"
"S62.2"
"S62.2"
"Z49.3"
"Y11.2"
"Z49.1"
"S62.2"
"Y11.2"
"Y11.2"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"Y11.5"
"S62.2"
"Y11.5"
"Z49.3"
"S62.2"
"Z49.3"
"Y11.5"
"S62.2"
"Z49.3"
"Y11.5"
"Y11.5"
"Z49.3"
"S62.2"
"Y11.5"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Y11.5"
"Y11.5"
"Z49.3"
"S62.2"
"Y08.3"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Y08.3"
"S62.2"
"Y08.3"
"Z49.3"
"Y08.3"
"Z49.3"
"S62.2"
"S62.2"
"Z49.3"
"Y08.3"
"S62.2"
"Z49.3"
"Y08.3"
"Z49.3"
"S62.2"
"Y08.3"
"S62.2"
"Z49.3"
"Y08.3"
"S62.2"
"Y11.2"
"Z49.3"
"Z49.3"
"Y11.2"
"S62.2"
"S62.2"
"Y11.2"
"Z49.3"
"S62.2"
"Y11.2"
"Z49.3"
"Y11.2"
"S62.2"
"Z49.3"
"Z49.3"
"S62.2"
"Y11.2"
"Y11.2"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"Y11.2"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"S62.2"
"Z50.4"
"Y11.5"
"S62.2"
"Y11.5"
"Z50.4"
"S62.2"
"Y11.5"
"Z50.4"
"Z50.4"
"S62.2"
"Y11.5"
"Z50.4"
"Y11.5"
"S62.2"
"Y11.5"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y11.5"
"Y11.5"
"Z50.4"
"S62.2"
"Y08.3"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"S62.2"
"Y08.3"
"Z50.4"
"S62.2"
"Z50.4"
"S62.2"
"Y08.3"
"Z50.4"
"S62.2"
"Y08.3"
"Z50.4"
"S62.2"
"Y08.3"
"Y08.3"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"Y11.2"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y11.2"
"Y11.2"
"Z50.4"
"S62.2"
"S62.2"
"Y11.2"
"Z50.4"
"Z50.4"
"S62.2"
"Y11.2"
"Z50.4"
"S62.2"
"Y11.2"
"Y11.2"
"S62.2"
"Z50.4"
"Y11.2"
"Z50.4"
"S62.2"
"Z47.9"
"Z47.3"
"S62.1"
"Z47.4"
"Z47.1"
"Z47.2"
"Z47.8"
"Z47.5"
"Z47.4"
"Z47.3"
"Z47.8"
"Z47.2"
"S62.1"
"Z47.9"
"Z47.1"
"Z47.5"
"Z47.3"
"Z47.4"
"Z47.8"
"Z47.1"
"Z47.5"
"Z47.2"
"Y11.5"
"S62.1"
"Z47.9"
"S62.1"
"Z47.1"
"Z47.9"
"Y11.5"
"Z47.3"
"Z47.5"
"Z47.2"
"Z47.4"
"Z47.8"
"Z47.5"
"Z47.9"
"Z47.8"
"S62.1"
"Z47.2"
"Z47.1"
"Z47.3"
"Z47.4"
"Y08.3"
"Z47.8"
"Z47.5"
"Z47.4"
"Z47.9"
"S62.1"
"Z47.2"
"Y08.3"
"Z47.3"
"Z47.1"
"Z47.1"
"Z47.4"
"Z47.2"
"Y11.2"
"Z47.3"
"Z47.8"
"Z47.5"
"S62.1"
"Z47.9"
"Z47.1"
"Z47.4"
"Z47.8"
"Z47.2"
"Z47.3"
"Z47.9"
"Y11.2"
"Z47.5"
"S62.1"
"Z49.8"
"S62.2"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"Z49.8"
"S62.2"
"S62.2"
"Z49.8"
"Y11.5"
"Z49.8"
"S62.2"
"Y11.5"
"Z49.8"
"S62.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"V38.6"
"V38.6"
"Z67.6"
"Z67.6"
"V55.9"
"V55.9"
"V55.2"
"V55.2"
"V38.5"
"V38.5"
"V38.4"
"V38.4"
"Z67.9"
"Z67.9"
"Z67.1"
"Z67.1"
"Z67.6"
"V38.9"
"V38.9"
"V55.1"
"V55.1"
"V55.3"
"V55.3"
"Z67.8"
"Z67.8"
"Z67.3"
"Z67.3"
"Z67.5"
"Z67.5"
"Z67.7"
"Z67.7"
"Z67.2"
"Z67.2"
"V38.1"
"V38.1"
"V38.3"
"V38.3"
"Z67.4"
"Z67.4"
"V38.8"
"V38.8"
"V38.2"
"V38.2"
"V55.8"
"V55.8"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"T36.8"
"T36.4"
"T36.2"
"T36.5"
"T36.9"
"T36.3"
"T36.1"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"B31.2"
"Z48.2"
"S62.1"
"Z48.2"
"S62.1"
"Z48.2"
"S62.1"
"Y11.5"
"S62.1"
"Z48.2"
"Y11.5"
"Z48.2"
"Y08.3"
"S62.1"
"Y08.3"
"S62.1"
"Z48.2"
"Z48.2"
"S62.1"
"Y11.2"
"Y11.2"
"S62.1"
"Z48.2"
"Z49.1"
"S62.2"
"Z49.3"
"S62.2"
"Z49.1"
"S62.2"
"S62.2"
"Z49.3"
"Z49.1"
"Y11.5"
"S62.2"
"S62.2"
"Y11.5"
"Z49.3"
"Y11.5"
"S62.2"
"Z49.1"
"S62.2"
"Z49.3"
"Y11.5"
"S62.2"
"Z49.1"
"Y08.3"
"Y08.3"
"Z49.3"
"S62.2"
"Z49.1"
"Y08.3"
"S62.2"
"Y08.3"
"S62.2"
"Z49.3"
"Y11.2"
"Z49.1"
"S62.2"
"Y11.2"
"S62.2"
"Z49.3"
"Y11.2"
"S62.2"
"Z49.1"
"Y11.2"
"S62.2"
"Z49.3"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Z49.3"
"Y11.5"
"S62.2"
"S62.2"
"Z49.3"
"Y11.5"
"Z49.3"
"Y08.3"
"S62.2"
"Z49.3"
"S62.2"
"Y08.3"
"Y11.2"
"Z49.3"
"S62.2"
"Z49.3"
"S62.2"
"Y11.2"
"S62.2"
"Z50.4"
"Z50.4"
"S62.2"
"Z50.4"
"Y11.5"
"S62.2"
"S62.2"
"Y11.5"
"Z50.4"
"Y08.3"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"S62.2"
"Y11.2"
"Z50.4"
"Y11.2"
"S62.2"
"Z50.4"
"Z47.5"
"Z47.4"
"S62.1"
"Z47.3"
"Z47.1"
"Z47.8"
"Z47.2"
"Z47.9"
"Z47.8"
"Z47.9"
"Z47.2"
"Z47.4"
"S62.1"
"Z47.5"
"Z47.3"
"Z47.1"
"Z47.2"
"Z47.8"
"Z47.1"
"Y11.5"
"Z47.3"
"S62.1"
"Z47.4"
"Z47.5"
"Z47.9"
"Z47.3"
"Z47.1"
"Z47.8"
"Y11.5"
"S62.1"
"Z47.2"
"Z47.9"
"Z47.4"
"Z47.5"
"S62.1"
"Z47.8"
"Y08.3"
"Z47.1"
"Z47.4"
"Z47.2"
"Z47.3"
"Z47.5"
"Z47.9"
"Z47.2"
"Z47.3"
"Z47.9"
"Z47.8"
"Z47.4"
"Y08.3"
"Z47.5"
"Z47.1"
"S62.1"
"Z47.8"
"Z47.5"
"Y11.2"
"Z47.1"
"Z47.9"
"Z47.3"
"Z47.4"
"S62.1"
"Z47.2"
"Y11.2"
"Z47.2"
"Z47.3"
"Z47.8"
"Z47.4"
"Z47.5"
"Z47.9"
"Z47.1"
"S62.1"
"S62.2"
"Z49.8"
"S62.2"
"Z49.8"
"Y11.5"
"S62.2"
"Z49.8"
"Y11.5"
"Z49.8"
"S62.2"
"S62.2"
"Z49.8"
"Y08.3"
"Z49.8"
"Y08.3"
"S62.2"
"S62.2"
"Y11.2"
"Z49.8"
"Z49.8"
"Y11.2"
"S62.2"
"S62.2"
"Z50.1"
"Z50.1"
"S62.2"
"S62.2"
"Z50.1"
"Y11.5"
"Z50.1"
"S62.2"
"Y11.5"
"Y08.3"
"Z50.1"
"S62.2"
"Z50.1"
"S62.2"
"Y08.3"
"S62.2"
"Z50.1"
"Y11.2"
"Z50.1"
"Y11.2"
"S62.2"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y11.5"
"S62.2"
"Z50.4"
"Y11.5"
"S62.2"
"Z50.4"
"S62.2"
"Z50.4"
"Y08.3"
"Z50.4"
"S62.2"
"Y08.3"
"Y11.2"
"Z50.4"
"S62.2"
"S62.2"
"Y11.2"
"Z50.4"
"Z49.5"
"S62.2"
"Z49.5"
"S62.2"
"Y11.5"
"Z49.5"
"S62.2"
"Y11.5"
"S62.2"
"Z49.5"
"S62.2"
"Z49.5"
"Y08.3"
"Y08.3"
"Z49.5"
"S62.2"
"Z49.5"
"Y11.2"
"S62.2"
"Y11.2"
"S62.2"
"Z49.5"
"Y27.1"
"Y27.8"
"Y27.5"
"L93.1"
"Y27.2"
"Y27.9"
"Y27.4"
"Y27.3"
"Y27.6"
"Y53.4"
"L92.9"
"E64.1"
"X65.7"
"Q28.4"
"Q36.9"
"Q35.9"
"Q36.8"
"Q27.2"
"Q35.8"
"Q27.8"
"Q28.8"
"Q28.1"
"Q35.4"
"Q28.9"
"Q36.2"
"Q36.1"
"Q35.3"
"Q35.1"
"Q28.3"
"Q27.9"
"Q35.2"
"Q28.2"
"Q27.1"
"P28.1"
"P28.2"
"P30.1"
"P30.2"
"Q54.7"
"Q57.1"
"W19.4"
"W24.7"
"W92.6"
"W92.7"
"V55.9"
"V55.9"
"V55.1"
"V55.1"
"V55.3"
"V55.3"
"V51.1"
"V55.8"
"V55.8"
"V55.2"
"V55.2"
"G46.2"
"G20.1"
"D06.5"
"E66.1"
"E09.7"
"F45.5"
"Z94.3"
"M32.2"
"Z94.2"
"M32.2"
"M32.2"
"X17.9"
"X17.8"
"T19.2"
"Z94.2"
"Z94.3"
"T19.2"
"M21.1"
"Z94.3"
"M37.1"
"M37.1"
"M21.1"
"Z94.2"
"Z94.2"
"B39.2"
"B39.2"
"Z94.3"
"B31.3"
"Z94.2"
"Z94.3"
"B31.3"
"B39.2"
"Z94.3"
"B39.2"
"Z94.2"
"T32.4"
"T32.3"
"N17.9"
"Z94.3"
"N17.9"
"Z94.2"
"X16.6"
"Z94.1"
"N18.8"
"Z94.3"
"T32.1"
"Z94.2"
"N18.8"
"T32.4"
"B41.1"
"B41.2"
"Z50.3"
"S57.1"
"Y25.9"
"C65.8"
"C40.8"
"S11.5"
"N27.2"
"J35.8"
"J38.2"
"J38.8"
"J35.2"
"J35.9"
"J35.1"
"J38.9"
"J38.1"
"J35.3"
"Y05.2"
"T17.8"
"Z94.3"
"T29.6"
"S02.1"
"S02.1"
"Y28.1"
"T29.6"
"Y28.2"
"Y28.3"
"Y28.4"
"Y28.4"
"Y28.3"
"S02.1"
"T29.6"
"Y28.4"
"Y28.4"
"Y28.2"
"Y28.1"
"Y28.2"
"Y28.4"
"Y28.4"
"T29.6"
"Y28.1"
"Y28.3"
"S02.1"
"T29.6"
"Y28.2"
"Y28.1"
"Y28.4"
"Y28.4"
"S02.1"
"Y28.3"
"T29.1"
"S02.1"
"T29.1"
"S02.1"
"T29.1"
"S02.1"
"S02.1"
"T29.1"
"T29.1"
"Y28.4"
"Y28.4"
"Y28.2"
"Y28.1"
"S02.1"
"Y28.3"
"Y28.2"
"S02.1"
"Y28.3"
"T29.1"
"Y28.1"
"Y28.4"
"Y28.4"
"S02.1"
"Y28.4"
"Y28.4"
"T29.1"
"Y28.3"
"Y28.1"
"Y28.2"
"T29.1"
"Y28.1"
"Y28.3"
"S02.1"
"Y28.4"
"Y28.4"
"Y28.2"
"S26.9"
"B31.3"
"B35.1"
"B31.3"
"S26.9"
"B35.1"
"Y36.5"
"Y28.3"
"Y28.4"
"Y28.4"
"Y28.1"
"B31.3"
"Y28.2"
"S26.9"
"B35.1"
"B31.3"
"S26.9"
"B35.1"
"B35.4"
"B31.3"
"Y28.4"
"Y28.4"
"B35.4"
"Y28.1"
"B31.3"
"Y28.2"
